2	3	4	5	6	7	8	9	10	Type
308488	262671	220538	199898	185625	178187	169358	165749	84411	Counts
0.16414765569124204	0.2630931823410379	0.31063002662084316	0.3503837564341529	0.3776568024001014	0.40156513655506576	0.4081726770927723	0.415038507104369	0.42801752186712116	Normalized
